user_id_key,business_id_key,stars,business_name
0,0,5.0,Dunn's Famous
1,1,5.0,Copper Branch
2,2,3.0,Stash Café
3,0,5.0,Dunn's Famous
4,3,4.0,La Société Montréal
5,4,4.0,Cacao 70
6,5,3.0,La Chronique
6,6,4.0,Toi Moi & Café
7,7,5.0,Saint-Laurent Warehouse
8,8,4.0,Cacao 70
8,9,4.0,Cacao 70
8,10,3.0,Pasta Casareccia
8,11,3.0,Scéna
8,12,2.0,Les 3 Brasseurs
8,13,5.0,L’Entrepôt - Mont-Royal
9,14,3.0,La Bella Italiana
10,9,4.0,Cacao 70
11,3,4.0,La Société Montréal
12,15,1.0,Freshii
12,9,5.0,Cacao 70
12,16,4.0,Restaurant Bitoque
12,13,3.0,L’Entrepôt - Mont-Royal
13,17,3.0,Les 3 Brasseurs
14,8,5.0,Cacao 70
14,18,4.0,Wendy's
15,19,4.0,Chez Ma Tante
15,20,4.0,The Bier Markt
15,21,3.0,Casa Grecque Pie Ix
15,22,2.0,Mon Shing
15,23,4.0,Restaurant Granada
16,2,4.0,Stash Café
17,4,5.0,Cacao 70
18,24,5.0,Tri Express
19,25,3.0,Le Warehouse
20,20,1.0,The Bier Markt
21,9,4.0,Cacao 70
21,1,4.0,Copper Branch
22,26,3.0,Les 3 Brasseurs
23,6,5.0,Toi Moi & Café
24,9,3.0,Cacao 70
24,12,4.0,Les 3 Brasseurs
24,12,4.0,Les 3 Brasseurs
25,0,5.0,Dunn's Famous
26,2,5.0,Stash Café
27,13,5.0,L’Entrepôt - Mont-Royal
28,9,4.0,Cacao 70
28,27,4.0,Pigeon
28,4,4.0,Cacao 70
29,8,3.0,Cacao 70
30,20,3.0,The Bier Markt
30,25,4.0,Le Warehouse
30,28,3.0,Dairy Queen
30,29,3.0,Cacao 70
30,12,1.0,Les 3 Brasseurs
30,4,4.0,Cacao 70
30,30,4.0,Second Cup
30,31,4.0,Dairy Queen - Orange Julius
30,13,3.0,L’Entrepôt - Mont-Royal
31,9,4.0,Cacao 70
32,2,5.0,Stash Café
33,32,2.0,Bâton Rouge Steakhouse & Bar
34,33,2.0,Diablos
35,34,3.0,Bâton Rouge Steakhouse & Bar
36,2,4.0,Stash Café
37,35,5.0,Wendy's
37,25,5.0,Le Warehouse
37,0,3.0,Dunn's Famous
37,0,4.0,Dunn's Famous
37,6,3.0,Toi Moi & Café
38,36,4.0,Le Vieux Dublin Pub & Restaurant
38,25,4.0,Le Warehouse
38,12,3.0,Les 3 Brasseurs
39,13,5.0,L’Entrepôt - Mont-Royal
40,33,3.0,Diablos
40,20,3.0,The Bier Markt
40,37,4.0,Da Bologna
40,30,4.0,Second Cup
40,17,4.0,Les 3 Brasseurs
41,0,3.0,Dunn's Famous
42,17,2.0,Les 3 Brasseurs
43,9,4.0,Cacao 70
43,38,2.0,Restaurant Sai Gwan
44,2,5.0,Stash Café
45,2,5.0,Stash Café
46,20,3.0,The Bier Markt
47,0,3.0,Dunn's Famous
48,4,4.0,Cacao 70
49,20,3.0,The Bier Markt
49,36,4.0,Le Vieux Dublin Pub & Restaurant
49,24,4.0,Tri Express
49,0,5.0,Dunn's Famous
49,17,4.0,Les 3 Brasseurs
49,13,4.0,L’Entrepôt - Mont-Royal
49,26,4.0,Les 3 Brasseurs
50,9,4.0,Cacao 70
50,2,4.0,Stash Café
51,10,5.0,Pasta Casareccia
52,0,5.0,Dunn's Famous
53,12,3.0,Les 3 Brasseurs
54,22,4.0,Mon Shing
54,16,2.0,Restaurant Bitoque
55,8,5.0,Cacao 70
55,29,3.0,Cacao 70
55,17,3.0,Les 3 Brasseurs
56,19,5.0,Chez Ma Tante
56,37,4.0,Da Bologna
56,30,4.0,Second Cup
56,34,1.0,Bâton Rouge Steakhouse & Bar
57,10,4.0,Pasta Casareccia
57,2,4.0,Stash Café
58,38,4.0,Restaurant Sai Gwan
59,33,4.0,Diablos
59,14,5.0,La Bella Italiana
59,9,4.0,Cacao 70
59,39,2.0,La Concession- Boutique + Comptoir Alimentaire
60,17,4.0,Les 3 Brasseurs
61,34,2.0,Bâton Rouge Steakhouse & Bar
62,9,5.0,Cacao 70
62,2,4.0,Stash Café
63,26,2.0,Les 3 Brasseurs
64,12,3.0,Les 3 Brasseurs
65,9,3.0,Cacao 70
65,9,3.0,Cacao 70
66,0,3.0,Dunn's Famous
67,33,3.0,Diablos
67,20,4.0,The Bier Markt
67,29,3.0,Cacao 70
67,37,5.0,Da Bologna
67,34,2.0,Bâton Rouge Steakhouse & Bar
68,9,5.0,Cacao 70
69,3,5.0,La Société Montréal
70,1,4.0,Copper Branch
70,3,4.0,La Société Montréal
71,20,5.0,The Bier Markt
72,30,4.0,Second Cup
73,18,1.0,Wendy's
74,9,4.0,Cacao 70
74,4,4.0,Cacao 70
74,13,4.0,L’Entrepôt - Mont-Royal
75,0,2.0,Dunn's Famous
76,20,5.0,The Bier Markt
77,32,4.0,Bâton Rouge Steakhouse & Bar
78,2,5.0,Stash Café
79,0,4.0,Dunn's Famous
80,7,4.0,Saint-Laurent Warehouse
81,19,5.0,Chez Ma Tante
81,24,4.0,Tri Express
81,39,3.0,La Concession- Boutique + Comptoir Alimentaire
82,14,3.0,La Bella Italiana
83,20,2.0,The Bier Markt
83,9,4.0,Cacao 70
84,9,4.0,Cacao 70
84,0,3.0,Dunn's Famous
85,40,3.0,Holiday Inn Montreal Centreville Downtown
86,2,5.0,Stash Café
86,13,4.0,L’Entrepôt - Mont-Royal
87,12,3.0,Les 3 Brasseurs
88,0,4.0,Dunn's Famous
89,2,2.0,Stash Café
89,38,4.0,Restaurant Sai Gwan
90,2,2.0,Stash Café
91,17,3.0,Les 3 Brasseurs
92,13,5.0,L’Entrepôt - Mont-Royal
93,13,4.0,L’Entrepôt - Mont-Royal
94,0,4.0,Dunn's Famous
95,39,2.0,La Concession- Boutique + Comptoir Alimentaire
96,20,5.0,The Bier Markt
97,12,4.0,Les 3 Brasseurs
98,30,4.0,Second Cup
99,2,5.0,Stash Café
100,8,4.0,Cacao 70
101,0,3.0,Dunn's Famous
102,12,4.0,Les 3 Brasseurs
103,12,3.0,Les 3 Brasseurs
103,24,5.0,Tri Express
103,26,3.0,Les 3 Brasseurs
104,12,3.0,Les 3 Brasseurs
104,13,4.0,L’Entrepôt - Mont-Royal
104,26,3.0,Les 3 Brasseurs
104,34,3.0,Bâton Rouge Steakhouse & Bar
105,2,5.0,Stash Café
106,12,3.0,Les 3 Brasseurs
106,17,3.0,Les 3 Brasseurs
107,2,4.0,Stash Café
108,8,3.0,Cacao 70
109,0,5.0,Dunn's Famous
110,17,2.0,Les 3 Brasseurs
111,4,4.0,Cacao 70
112,2,5.0,Stash Café
113,41,3.0,Noobox
114,12,5.0,Les 3 Brasseurs
115,9,5.0,Cacao 70
116,9,3.0,Cacao 70
117,2,3.0,Stash Café
118,0,4.0,Dunn's Famous
119,36,3.0,Le Vieux Dublin Pub & Restaurant
119,0,4.0,Dunn's Famous
119,17,3.0,Les 3 Brasseurs
120,17,4.0,Les 3 Brasseurs
121,6,4.0,Toi Moi & Café
122,0,3.0,Dunn's Famous
122,0,4.0,Dunn's Famous
123,9,5.0,Cacao 70
124,0,4.0,Dunn's Famous
125,2,4.0,Stash Café
126,38,4.0,Restaurant Sai Gwan
127,9,4.0,Cacao 70
127,2,4.0,Stash Café
127,13,4.0,L’Entrepôt - Mont-Royal
128,20,4.0,The Bier Markt
129,12,2.0,Les 3 Brasseurs
130,4,4.0,Cacao 70
131,3,4.0,La Société Montréal
132,2,4.0,Stash Café
133,0,5.0,Dunn's Famous
134,17,3.0,Les 3 Brasseurs
135,12,3.0,Les 3 Brasseurs
136,10,5.0,Pasta Casareccia
137,2,3.0,Stash Café
138,2,4.0,Stash Café
139,3,4.0,La Société Montréal
139,12,4.0,Les 3 Brasseurs
140,42,3.0,Petit Tokebi Le
141,30,4.0,Second Cup
142,12,3.0,Les 3 Brasseurs
142,30,4.0,Second Cup
143,17,5.0,Les 3 Brasseurs
143,6,4.0,Toi Moi & Café
144,8,5.0,Cacao 70
145,20,4.0,The Bier Markt
146,20,1.0,The Bier Markt
146,1,1.0,Copper Branch
146,24,4.0,Tri Express
146,4,4.0,Cacao 70
147,9,5.0,Cacao 70
148,24,5.0,Tri Express
149,6,4.0,Toi Moi & Café
150,24,5.0,Tri Express
151,9,3.0,Cacao 70
152,43,5.0,Misoya - Cuisine Japonaise Et Coréenne
152,16,4.0,Restaurant Bitoque
153,2,4.0,Stash Café
153,24,4.0,Tri Express
153,44,5.0,Atami
154,18,3.0,Wendy's
154,34,3.0,Bâton Rouge Steakhouse & Bar
155,19,4.0,Chez Ma Tante
156,34,3.0,Bâton Rouge Steakhouse & Bar
157,4,4.0,Cacao 70
158,45,4.0,Yeh
158,20,4.0,The Bier Markt
158,46,2.0,Restaurant La Flamberge Montréal Nord
159,33,5.0,Diablos
160,22,5.0,Mon Shing
160,38,4.0,Restaurant Sai Gwan
161,14,4.0,La Bella Italiana
161,24,4.0,Tri Express
162,1,3.0,Copper Branch
163,9,3.0,Cacao 70
163,12,4.0,Les 3 Brasseurs
164,30,4.0,Second Cup
165,8,5.0,Cacao 70
166,33,3.0,Diablos
166,15,3.0,Freshii
166,22,4.0,Mon Shing
166,27,4.0,Pigeon
166,47,4.0,Copper Branch
167,3,4.0,La Société Montréal
168,17,3.0,Les 3 Brasseurs
169,9,5.0,Cacao 70
170,27,4.0,Pigeon
171,20,1.0,The Bier Markt
172,0,5.0,Dunn's Famous
173,12,3.0,Les 3 Brasseurs
173,40,3.0,Holiday Inn Montreal Centreville Downtown
174,48,3.0,L'Oeufrier
174,25,2.0,Le Warehouse
174,16,2.0,Restaurant Bitoque
174,13,4.0,L’Entrepôt - Mont-Royal
174,44,3.0,Atami
175,3,4.0,La Société Montréal
176,9,5.0,Cacao 70
177,49,4.0,Dany Pizza
178,9,4.0,Cacao 70
179,25,4.0,Le Warehouse
179,12,4.0,Les 3 Brasseurs
180,0,5.0,Dunn's Famous
181,9,4.0,Cacao 70
182,9,3.0,Cacao 70
183,12,4.0,Les 3 Brasseurs
184,34,2.0,Bâton Rouge Steakhouse & Bar
185,17,1.0,Les 3 Brasseurs
186,20,5.0,The Bier Markt
187,10,5.0,Pasta Casareccia
187,5,4.0,La Chronique
188,3,4.0,La Société Montréal
189,15,4.0,Freshii
189,25,4.0,Le Warehouse
189,12,4.0,Les 3 Brasseurs
189,4,4.0,Cacao 70
190,3,4.0,La Société Montréal
191,17,5.0,Les 3 Brasseurs
192,20,5.0,The Bier Markt
192,30,3.0,Second Cup
193,37,5.0,Da Bologna
194,17,3.0,Les 3 Brasseurs
195,2,5.0,Stash Café
196,2,4.0,Stash Café
197,3,2.0,La Société Montréal
198,22,1.0,Mon Shing
199,3,4.0,La Société Montréal
200,2,4.0,Stash Café
201,0,4.0,Dunn's Famous
202,9,5.0,Cacao 70
203,1,4.0,Copper Branch
204,49,3.0,Dany Pizza
205,36,3.0,Le Vieux Dublin Pub & Restaurant
206,36,4.0,Le Vieux Dublin Pub & Restaurant
207,40,3.0,Holiday Inn Montreal Centreville Downtown
208,0,3.0,Dunn's Famous
209,2,4.0,Stash Café
210,17,4.0,Les 3 Brasseurs
211,8,5.0,Cacao 70
212,17,3.0,Les 3 Brasseurs
213,36,5.0,Le Vieux Dublin Pub & Restaurant
214,12,2.0,Les 3 Brasseurs
215,0,5.0,Dunn's Famous
216,1,3.0,Copper Branch
217,9,2.0,Cacao 70
218,2,3.0,Stash Café
219,40,4.0,Holiday Inn Montreal Centreville Downtown
220,1,4.0,Copper Branch
221,9,3.0,Cacao 70
222,40,3.0,Holiday Inn Montreal Centreville Downtown
223,9,1.0,Cacao 70
224,0,5.0,Dunn's Famous
225,4,2.0,Cacao 70
226,9,4.0,Cacao 70
226,44,5.0,Atami
227,0,5.0,Dunn's Famous
228,30,3.0,Second Cup
229,2,4.0,Stash Café
230,12,4.0,Les 3 Brasseurs
231,12,5.0,Les 3 Brasseurs
232,12,4.0,Les 3 Brasseurs
233,12,2.0,Les 3 Brasseurs
234,30,4.0,Second Cup
235,25,4.0,Le Warehouse
235,4,4.0,Cacao 70
235,13,4.0,L’Entrepôt - Mont-Royal
236,36,2.0,Le Vieux Dublin Pub & Restaurant
237,29,1.0,Cacao 70
238,2,5.0,Stash Café
239,17,5.0,Les 3 Brasseurs
240,48,4.0,L'Oeufrier
241,20,3.0,The Bier Markt
241,9,4.0,Cacao 70
241,25,4.0,Le Warehouse
241,16,5.0,Restaurant Bitoque
241,24,3.0,Tri Express
241,6,4.0,Toi Moi & Café
241,44,4.0,Atami
242,4,3.0,Cacao 70
243,1,4.0,Copper Branch
244,33,2.0,Diablos
244,9,3.0,Cacao 70
244,1,3.0,Copper Branch
245,20,3.0,The Bier Markt
245,9,4.0,Cacao 70
245,36,4.0,Le Vieux Dublin Pub & Restaurant
245,16,4.0,Restaurant Bitoque
246,9,3.0,Cacao 70
246,10,4.0,Pasta Casareccia
246,2,3.0,Stash Café
246,36,3.0,Le Vieux Dublin Pub & Restaurant
246,22,4.0,Mon Shing
246,50,3.0,Copper Branch
246,29,3.0,Cacao 70
246,24,4.0,Tri Express
246,41,3.0,Noobox
246,39,3.0,La Concession- Boutique + Comptoir Alimentaire
246,38,3.0,Restaurant Sai Gwan
247,20,1.0,The Bier Markt
248,43,4.0,Misoya - Cuisine Japonaise Et Coréenne
249,12,2.0,Les 3 Brasseurs
250,12,3.0,Les 3 Brasseurs
251,20,1.0,The Bier Markt
252,9,3.0,Cacao 70
252,2,5.0,Stash Café
253,9,2.0,Cacao 70
253,16,4.0,Restaurant Bitoque
253,39,4.0,La Concession- Boutique + Comptoir Alimentaire
254,47,5.0,Copper Branch
255,0,5.0,Dunn's Famous
256,2,3.0,Stash Café
257,0,4.0,Dunn's Famous
258,36,3.0,Le Vieux Dublin Pub & Restaurant
259,12,5.0,Les 3 Brasseurs
260,2,5.0,Stash Café
261,12,4.0,Les 3 Brasseurs
262,2,4.0,Stash Café
263,22,3.0,Mon Shing
264,2,4.0,Stash Café
265,1,5.0,Copper Branch
266,20,3.0,The Bier Markt
267,26,4.0,Les 3 Brasseurs
268,17,4.0,Les 3 Brasseurs
269,9,4.0,Cacao 70
270,4,1.0,Cacao 70
271,2,5.0,Stash Café
272,2,4.0,Stash Café
273,20,4.0,The Bier Markt
273,12,4.0,Les 3 Brasseurs
274,8,3.0,Cacao 70
274,20,2.0,The Bier Markt
274,25,4.0,Le Warehouse
275,17,3.0,Les 3 Brasseurs
276,3,1.0,La Société Montréal
277,2,4.0,Stash Café
278,8,4.0,Cacao 70
279,20,3.0,The Bier Markt
280,13,5.0,L’Entrepôt - Mont-Royal
281,6,4.0,Toi Moi & Café
282,8,4.0,Cacao 70
282,33,5.0,Diablos
282,6,4.0,Toi Moi & Café
282,26,4.0,Les 3 Brasseurs
283,32,4.0,Bâton Rouge Steakhouse & Bar
283,20,4.0,The Bier Markt
283,9,4.0,Cacao 70
283,2,4.0,Stash Café
283,12,4.0,Les 3 Brasseurs
283,17,4.0,Les 3 Brasseurs
284,24,4.0,Tri Express
285,9,4.0,Cacao 70
286,9,4.0,Cacao 70
287,13,5.0,L’Entrepôt - Mont-Royal
288,2,4.0,Stash Café
289,24,3.0,Tri Express
289,13,4.0,L’Entrepôt - Mont-Royal
290,26,3.0,Les 3 Brasseurs
291,29,2.0,Cacao 70
292,33,2.0,Diablos
292,9,4.0,Cacao 70
293,33,2.0,Diablos
294,13,4.0,L’Entrepôt - Mont-Royal
295,20,3.0,The Bier Markt
295,16,3.0,Restaurant Bitoque
296,14,4.0,La Bella Italiana
297,12,4.0,Les 3 Brasseurs
297,4,5.0,Cacao 70
297,13,4.0,L’Entrepôt - Mont-Royal
297,26,4.0,Les 3 Brasseurs
297,39,4.0,La Concession- Boutique + Comptoir Alimentaire
298,33,4.0,Diablos
298,20,4.0,The Bier Markt
299,3,1.0,La Société Montréal
300,2,5.0,Stash Café
300,25,4.0,Le Warehouse
301,18,4.0,Wendy's
302,17,3.0,Les 3 Brasseurs
303,13,4.0,L’Entrepôt - Mont-Royal
304,13,4.0,L’Entrepôt - Mont-Royal
304,44,3.0,Atami
305,25,3.0,Le Warehouse
305,13,3.0,L’Entrepôt - Mont-Royal
306,1,5.0,Copper Branch
307,1,3.0,Copper Branch
307,25,4.0,Le Warehouse
308,1,3.0,Copper Branch
309,24,5.0,Tri Express
310,9,4.0,Cacao 70
311,25,3.0,Le Warehouse
311,37,5.0,Da Bologna
312,20,5.0,The Bier Markt
313,8,4.0,Cacao 70
313,3,5.0,La Société Montréal
314,13,4.0,L’Entrepôt - Mont-Royal
314,26,4.0,Les 3 Brasseurs
315,14,4.0,La Bella Italiana
315,9,3.0,Cacao 70
316,22,1.0,Mon Shing
317,0,4.0,Dunn's Famous
318,0,3.0,Dunn's Famous
319,33,3.0,Diablos
319,20,3.0,The Bier Markt
320,9,3.0,Cacao 70
320,2,5.0,Stash Café
320,25,3.0,Le Warehouse
321,39,2.0,La Concession- Boutique + Comptoir Alimentaire
322,20,3.0,The Bier Markt
322,9,4.0,Cacao 70
322,3,5.0,La Société Montréal
323,26,1.0,Les 3 Brasseurs
324,29,3.0,Cacao 70
325,20,3.0,The Bier Markt
325,27,5.0,Pigeon
325,12,4.0,Les 3 Brasseurs
326,25,4.0,Le Warehouse
327,25,2.0,Le Warehouse
328,51,2.0,Copper Branch
328,24,3.0,Tri Express
328,13,3.0,L’Entrepôt - Mont-Royal
329,27,5.0,Pigeon
330,41,2.0,Noobox
331,51,1.0,Copper Branch
332,1,4.0,Copper Branch
333,2,4.0,Stash Café
334,29,2.0,Cacao 70
334,12,3.0,Les 3 Brasseurs
334,13,4.0,L’Entrepôt - Mont-Royal
335,12,3.0,Les 3 Brasseurs
336,36,4.0,Le Vieux Dublin Pub & Restaurant
337,27,5.0,Pigeon
338,9,5.0,Cacao 70
338,24,3.0,Tri Express
339,0,4.0,Dunn's Famous
340,20,2.0,The Bier Markt
341,9,2.0,Cacao 70
341,24,5.0,Tri Express
341,13,2.0,L’Entrepôt - Mont-Royal
342,9,4.0,Cacao 70
342,9,5.0,Cacao 70
342,4,4.0,Cacao 70
343,20,4.0,The Bier Markt
344,20,2.0,The Bier Markt
344,16,4.0,Restaurant Bitoque
345,20,1.0,The Bier Markt
346,13,4.0,L’Entrepôt - Mont-Royal
347,13,5.0,L’Entrepôt - Mont-Royal
348,9,4.0,Cacao 70
349,20,3.0,The Bier Markt
350,8,5.0,Cacao 70
351,0,4.0,Dunn's Famous
352,20,5.0,The Bier Markt
353,2,5.0,Stash Café
354,20,3.0,The Bier Markt
355,50,3.0,Copper Branch
355,17,4.0,Les 3 Brasseurs
356,12,2.0,Les 3 Brasseurs
357,20,2.0,The Bier Markt
358,36,2.0,Le Vieux Dublin Pub & Restaurant
359,51,4.0,Copper Branch
360,9,2.0,Cacao 70
361,0,4.0,Dunn's Famous
362,52,4.0,Lucille's Tapas
362,9,5.0,Cacao 70
362,2,5.0,Stash Café
362,12,2.0,Les 3 Brasseurs
362,0,1.0,Dunn's Famous
362,0,2.0,Dunn's Famous
363,12,4.0,Les 3 Brasseurs
363,34,3.0,Bâton Rouge Steakhouse & Bar
364,26,4.0,Les 3 Brasseurs
365,17,4.0,Les 3 Brasseurs
366,25,3.0,Le Warehouse
367,9,4.0,Cacao 70
368,0,4.0,Dunn's Famous
369,12,2.0,Les 3 Brasseurs
370,9,5.0,Cacao 70
371,9,4.0,Cacao 70
372,33,2.0,Diablos
372,4,4.0,Cacao 70
373,33,3.0,Diablos
374,6,3.0,Toi Moi & Café
375,0,3.0,Dunn's Famous
376,6,4.0,Toi Moi & Café
377,13,4.0,L’Entrepôt - Mont-Royal
378,0,4.0,Dunn's Famous
379,27,4.0,Pigeon
380,4,4.0,Cacao 70
381,9,5.0,Cacao 70
381,9,5.0,Cacao 70
381,25,4.0,Le Warehouse
382,17,1.0,Les 3 Brasseurs
383,3,3.0,La Société Montréal
383,24,3.0,Tri Express
384,9,4.0,Cacao 70
384,2,5.0,Stash Café
384,44,4.0,Atami
385,24,5.0,Tri Express
386,3,4.0,La Société Montréal
386,17,3.0,Les 3 Brasseurs
386,26,4.0,Les 3 Brasseurs
387,16,4.0,Restaurant Bitoque
388,24,4.0,Tri Express
389,8,4.0,Cacao 70
390,9,4.0,Cacao 70
391,50,1.0,Copper Branch
392,20,3.0,The Bier Markt
392,9,3.0,Cacao 70
393,25,4.0,Le Warehouse
394,2,4.0,Stash Café
395,16,5.0,Restaurant Bitoque
396,30,4.0,Second Cup
396,17,4.0,Les 3 Brasseurs
397,53,3.0,Café des Beaux-Arts
397,12,4.0,Les 3 Brasseurs
398,0,4.0,Dunn's Famous
399,20,5.0,The Bier Markt
400,51,4.0,Copper Branch
400,29,3.0,Cacao 70
401,6,4.0,Toi Moi & Café
402,16,4.0,Restaurant Bitoque
403,9,4.0,Cacao 70
404,29,3.0,Cacao 70
405,8,4.0,Cacao 70
406,33,1.0,Diablos
407,2,5.0,Stash Café
408,12,4.0,Les 3 Brasseurs
408,17,3.0,Les 3 Brasseurs
409,9,3.0,Cacao 70
409,54,4.0,Dairy Queen
409,36,2.0,Le Vieux Dublin Pub & Restaurant
409,6,3.0,Toi Moi & Café
409,34,3.0,Bâton Rouge Steakhouse & Bar
410,9,4.0,Cacao 70
411,0,3.0,Dunn's Famous
411,13,3.0,L’Entrepôt - Mont-Royal
411,34,3.0,Bâton Rouge Steakhouse & Bar
412,0,4.0,Dunn's Famous
413,8,3.0,Cacao 70
413,2,4.0,Stash Café
413,25,3.0,Le Warehouse
413,3,5.0,La Société Montréal
413,12,3.0,Les 3 Brasseurs
413,0,4.0,Dunn's Famous
413,30,3.0,Second Cup
413,13,3.0,L’Entrepôt - Mont-Royal
414,50,5.0,Copper Branch
415,2,4.0,Stash Café
416,4,4.0,Cacao 70
417,20,4.0,The Bier Markt
417,9,4.0,Cacao 70
417,12,3.0,Les 3 Brasseurs
418,30,4.0,Second Cup
419,4,5.0,Cacao 70
420,55,4.0,Ristorante Il Cenone
420,39,4.0,La Concession- Boutique + Comptoir Alimentaire
421,24,3.0,Tri Express
422,25,1.0,Le Warehouse
423,6,4.0,Toi Moi & Café
424,3,4.0,La Société Montréal
425,25,4.0,Le Warehouse
425,3,4.0,La Société Montréal
425,4,4.0,Cacao 70
426,15,5.0,Freshii
426,47,4.0,Copper Branch
427,30,4.0,Second Cup
428,9,4.0,Cacao 70
429,24,4.0,Tri Express
430,2,3.0,Stash Café
431,0,3.0,Dunn's Famous
432,17,4.0,Les 3 Brasseurs
433,12,4.0,Les 3 Brasseurs
434,2,5.0,Stash Café
435,13,5.0,L’Entrepôt - Mont-Royal
436,30,3.0,Second Cup
437,37,5.0,Da Bologna
438,12,3.0,Les 3 Brasseurs
438,0,4.0,Dunn's Famous
439,17,3.0,Les 3 Brasseurs
440,12,3.0,Les 3 Brasseurs
440,4,4.0,Cacao 70
440,13,3.0,L’Entrepôt - Mont-Royal
440,26,4.0,Les 3 Brasseurs
441,25,4.0,Le Warehouse
442,29,3.0,Cacao 70
442,13,4.0,L’Entrepôt - Mont-Royal
443,25,3.0,Le Warehouse
444,30,4.0,Second Cup
445,56,4.0,Taj Mahal de l'Ouest
446,32,2.0,Bâton Rouge Steakhouse & Bar
447,33,3.0,Diablos
448,12,1.0,Les 3 Brasseurs
449,25,3.0,Le Warehouse
450,8,4.0,Cacao 70
451,13,5.0,L’Entrepôt - Mont-Royal
452,24,3.0,Tri Express
453,10,4.0,Pasta Casareccia
453,56,2.0,Taj Mahal de l'Ouest
454,51,4.0,Copper Branch
455,9,4.0,Cacao 70
456,33,4.0,Diablos
457,20,4.0,The Bier Markt
457,28,4.0,Dairy Queen
457,12,3.0,Les 3 Brasseurs
458,3,4.0,La Société Montréal
458,24,4.0,Tri Express
458,13,3.0,L’Entrepôt - Mont-Royal
459,24,4.0,Tri Express
460,29,5.0,Cacao 70
461,9,3.0,Cacao 70
462,9,4.0,Cacao 70
463,30,4.0,Second Cup
464,50,1.0,Copper Branch
465,9,3.0,Cacao 70
465,24,5.0,Tri Express
466,9,4.0,Cacao 70
467,16,3.0,Restaurant Bitoque
468,2,4.0,Stash Café
468,12,4.0,Les 3 Brasseurs
469,9,5.0,Cacao 70
469,24,5.0,Tri Express
470,51,4.0,Copper Branch
470,22,1.0,Mon Shing
471,2,4.0,Stash Café
